Comm_ID	Account of relevés	Locations of relevés	Authors	Year of occurances
39		some artificial lakes of central Sicily (Italy)	Marceno & Raimondo, 1977 in Cambria 2019	1977
39	7	Upper Rhine, Middle- Main Area, Lower Bavarian Plateau (Germany)	Philippi	n.n.
39	1	Upper Rhine, Middle- Main area, Lake Constance (Germany)	Philippi	n.n.
39		Guadalbullón, S/N. Pantaneta; afluente Barranco Hondo, Jaén (Spain)	Quesada et al. 2011	2004
39		Arroyo Salado, Barranco del Saladillo, Cabra de Santo Cristo (Spain)	Quesada et al. 2011	2011
39		Lake Vilsalpsee and Traualpsee near Tannheim (Tyrol, Austria)	Schauer in Grabherr et Mucina 1993	1978
39	1	Upper Rhine, Middle- Main area, Lake Constance (Germany)	Schober	1960
39	3	Upper Rhine, Middle- Main Area, Lower Bavarian Plateau (Germany)	Schober	1960
39	n.n.	Germany: Transitional waters, North- Sea, Baltic Sea, Norway	Schubert, Hilbig, Klotz 1992	n.n.
39		Danube floodplains between Altenwörth and Korneuburg (Austria)	Straka  in Grabherr et Mucina 1993	1992
39		Confluence of the Gusen into the Danube near Linz (Austria)	Strauch  in Grabherr et Mucina 1993	1991
39	1	Upper Rhine, Middle- Main Area, Lower Bavarian Plateau (Germany)	Vollrath	1965
39		Northern and western shores of Lake Neusiedl (Austria)	Weisser in Grabherr et Mucina 1993	1970
40	46	common in warm areas of the Czech Republic	Chytry et al. 2011	1975/2011
40		Romania: Sporadic in Banat (Timiș-Bega interfluve), Oltenia (Slatina), Transylvania (Băile Sărate Turda), Moldova (Valea Bârladului), Dobrogea (Midia – Năvodari)	Donita et al. 2005	1956-2002
40		Lake Egelsee near Scharfling (Austria)	Holzner  in Grabherr et Mucina 1993	1993
40		Lake Hallstättersee (Austria)	Holzner  in Grabherr et Mucina 1993	1993
40	n.n.	all of France	Julve 	2024
40	7	Lake Constance area (Germany)	Lang	1967
40	10	Lake Constance area (Germany)	Lang	1973
40	n.n	highly tidal waters of ponds, pools, ditches and canals in Departments Cher,  l'Eure-et-Loir, Indre, Indre-et-Loire, Loir-et-Cher, Loiret (France)    	Pujol et al. 2023	n.n.
40		Danube floodplains soth-east of Vienna (Austria)	Schratt  in Grabherr et Mucina 1993	1988
41	204	 in the Czech Republic	Chytry et al. 2011	1975/2011
41		south-west of Romania;  Danube Floodplain and Delta; floodplains of the Siret and Prut rivers (Moldova)	Donita et al. 2005	1971-1995
41		Ponds arround Graz (Austria)	Eggler in Grabherr et Mucina 1993	1961
41		Vorarlberg (Austria)	Grabherr et Polatschek in Grabherr et Mucina 1993	1986
41		Lake Egelsee near Scharfling (Austria)	Holzner  in Grabherr et Mucina 1993	1993
41		Spintik Ponds (Carinthia/Austria)	Holzner  in Grabherr et Mucina 1994	1993
41		Lake Toplitzsee (Carinthia/Austria)	Holzner  in Grabherr et Mucina 1994	1993
41		Danube in Vienna (Austria)	Reissek  in Grabherr et Mucina 1993	1860
41		Upper Lobau river (Austria)	Schratt  in Grabherr et Mucina 1993	1988
41	7	common, especially in the Alps, as well as on the Duna and the Tisza (Hungary)	Soó 1964	1964
41		lakes and water basins near the valleys of Dniester tributary, Prut River and its tributaries (Republic Moldova)	Ungureanu et al.	2017
41		Lake Seetaler See in northern Lungau (Carinthia/Austria)	Wittmann et Strobl in Grabherr et Mucina 1993	1990
42	5	in the České Budějovice Basin, southernmost Moravia, and the Ostrava region (Czech Republic)	Chytry et al. 2011	1975/2011
42	n.n.	Départements Nord,  Pas-de-Calais, Somme, Vienne, Seine-Maritime, Calvados, Seine-et-Marne, Bas-Rhin, Haute-Rhin, Puy-de-Dome, Lot, Deux-Sevres, Vienne (France)	Julve 	2024
42	n.n	Stagnant, generally shallow (0.2-0.5 m) pond waters in Departements Indre,  Loiret (France)	Pujol et al. 2023	n.n.
42	n.n.	Germany: Middle- Elbe area, summer warm	Schubert, Hilbig, Klotz 1992	n.n.
42	4	in the waters of the rice-growing areas of the lowlands, especially the Tiszán (Hungary)	Soó 1964	1964
43	10	scattered sites in the Czech lowlands and in colline landscapes	Chytry et al. 2011	1975/2011
43		Romania: Crișana (Crișurilor Plain), Muntenia Plain, Dobrogea, Danube Delta	Donita et al. 2005	1968-1986
43	5	Darß (Germany)	Fukarek	1961
43		Lake Wörthersee (Austria)	Holzner  in Grabherr et Mucina 1993	1993
43		Lake Faakersee (Austria)	Holzner  in Grabherr et Mucina 1993	1993
43		Lake Längsee (Austria)	Holzner  in Grabherr et Mucina 1993	1993
43	n.n.	The whole of lowland France	Julve 	2024
43	n.n.	Germany: Upper Rhine area	Oberdorfer 1992	n.n.
43	2	Brandenburg (Germany)	Panknin	1941
43	3	South Mecklenburg (Germany), Baltic Coast, North- Central Europe	Passarge 1964	n.n.
43	n.n.	North- Sea Schleswig-Holstein, Darß, Greifsw. Bodden, Upper Rhine area, Upper Palatinate, Bayr. Alpenvorl. (Germany)	Pott 1995	n.n.
43	n.n	ponds, canals and gravel pits in Departments Cher,  l'Eure-et-Loir, Indre, Indre-et-Loire, Loir-et-Cher, Loiret (France)    	Pujol et al. 2023	n.n.
43		Danube floodplains soth-east of Vienna (Austria)	Schratt  in Grabherr et Mucina 1993	1988
43	n.n.	Germany: Uckermark, Bodden coast Baltic Sea (Darß, Greifsw. Bodden)	Schubert, Hilbig, Klotz 1992	n.n.
43		Cimia artificial lake near Mazzarino in Central Sicily (Italy)	Sciandrello, 2009 in Cambria 2019	2009
44	n.n.	Départements Bas-Rhin, Haute-Rhin (France)	Julve 	2024
44	11	Lake Constance area (Germany)	Lang	1967
44	11	Lake Constance area (Germany)	Lang	1973
44	n.n.	Germany: Lake Constance, Upper Bavaria	Oberdorfer 1992	n.n.
44	n.n.	Germany: Mecklenburg-Western Pomerania, Niederlausitz	Schubert, Hilbig, Klotz 1992	n.n.
45	141	across the lowland to submontane areas of the Czech Republic	Chytry et al. 2011	1975/2011
45		Romania: Crișana, Banat, Oltenia, Muntenia, Dobrogea, Danube Delta	Donita et al. 2005	1973-2001
45	18	Brandenburg, southern Mecklenburg (Germany) (Germany)	Passarge 1964	1957
45	1	Kisalföld  (Hungary)	Soó 1964	1964
46	41	lowland and colline areas in the Czech Republic	Chytry et al. 2011	1975/2011
46	n.n.	all of France except high mountains	Julve 	2024
46	n.n.	Germany: Upper Rhine, Lake Constance, Neckar, Danube	Pott 1995	n.n.
47	92	common across the lowland and mid-altitude areas of the Czech Republic in the Czech Republic	Chytry et al. 2011	1975/2011
47	5	Brandenburg (Germany)	Hueck	1931
47	5	Brandenburg (Germany)	Hueck	1942
47	22	Mecklenburg (Germany)	Jeschke	1959
47	33	Brandenburg (Germany)	Panknin	1941
47	5	Spreewald (Germany)	Passarge	1959
47	37	Brandenburg, Mecklenburg (Germany)	Passarge	1959
47	1	Brandenburg (Germany)	Sukopp	1959
47	1	Kočane (Serbia)	Vukotic et al. 2022	2021
47	4	Pukovac  (Serbia)	Vukotic et al. 2022	2021
47	4	Pukovac  (Serbia)	Vukotic et al. 2022	2021
47	1	Kočane (Serbia)	Vukotic et al. 2022	2021
48	4	warm areas of southernmost Moravia in the Czech Republic	Chytry et al. 2011	1975/2011
48	n.n.	all coastal France	Julve 	2024
48	n.n.	Germany: North- Sea, Islands	Pott 1995	n.n.
48	43	along the entire coast of Europe. most commonly in the south-western Netherlands, on the Wadden Islands and in the northern coastal strip of Friesland and Groningen.	Schaminée et al. 2010	2010
48	n.n.	Germany: Baltic Sea	Schubert, Hilbig, Klotz 1992	n.n.
49		Lake Faakersee (Austria)	Aichinger in Grabherr et Mucina 1993	1960
49	3	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Braun	1961
49	3	Upper Rhine, Middle- Main Region, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Braun	1961
49	3	Middle- Main Region, Lower Bavarian Plateau, Swabian Alp, Lake Constance, Alpine Foreland (Germany)	Braun	1961
49	151	mainly in the floodplains of large lowland rivers of the Czech Republic	Chytry et al. 2011	1975/2011
49		south-west of Romania;  Danube Floodplain and Delta; floodplains of the Siret and Prut rivers (Moldova)	Donita et al. 2005	1971-1995
49		Ponds near Graz (Austria)	Eggler in Grabherr et Mucina 1993	1933
49		Ponds at Neumarkter Sattel (Austria)	Eggler in Grabherr et Mucina 1993	1961
49		Spintik Ponds Nature Reserve (Carinthia/Austria)	Franz in Grabherr et Mucina 1993	
49	1	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Görs	1961
49	13	Upper Rhine, Middle- Main Region, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Görs	1969
49	7	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Görs	1969
49	2	Middle- Main Region, Lower Bavarian Plateau, Swabian Alp, Lake Constance, Alpine Foreland (Germany)	Görs	1969
49	1	Middle- Main Region, Lower Bavarian Plateau, Swabian Alp, Lake Constance, Alpine Foreland (Germany)	Görs	n.n.
49		Rhine Valley in Vorarlberg (Austria)	Grabherr et Polatschek in Grabherr et Mucina 1993	1986
49		Lake Erlaufsee (Austria)	Holzner  in Grabherr et Mucina 1993	1993
49		Lake Egelsee near Scharfling (Austria)	Holzner  in Grabherr et Mucina 1993	1993
49	2	Upper Rhine, Middle- Main Region, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Ilscher	1959
49	1	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Kapp and  Schäfer	1962
49	1	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Krisai	1960
49	5	Upper Rhine, Middle- Main Region, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Krisai	1960
49	5	Middle- Main Region, Lower Bavarian Plateau, Swabian Alp, Lake Constance, Alpine Foreland (Germany)	Krisai	1960
49		Lake Trumersee (Austria)	Krisai in Grabherr et Mucina 1993	1975
49	1	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	L. Kuhn	1961
49	3	Upper Rhine, Middle- Main Region, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	L. Kuhn	1961
49	1	Middle- Main Region, Lower Bavarian Plateau, Swabian Alp, Lake Constance, Alpine Foreland (Germany)	L. Kuhn	1961
49	7	Middle- Main Region, Lower Bavarian Plateau, Swabian Alp, Lake Constance, Alpine Foreland (Germany)	Lang	1973
49	5	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Linhard	1964
49	3	Upper Rhine, Middle- Main Region, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Linhard	1964
49	1	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Lüpnitz	1964
49	4	Upper Rhine, Middle- Main Region, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Lüpnitz	1964
49	2	Middle- Main Region, Lower Bavarian Plateau, Swabian Alp, Lake Constance, Alpine Foreland (Germany)	Müller	n.n.
49	2	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Müller and  Görs	1960
49	4	Middle- Main Region, Lower Bavarian Plateau, Swabian Alp, Lake Constance, Alpine Foreland (Germany)	Müller and  Görs	1960
49	2	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Oberdorfer	1957
49	2	Upper Rhine, Middle- Main, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Oberdorfer	1957
49	32	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Philippi	1969
49	n.n	Backwaters and quiet coves of rivers and lakes in Departments Cher,  l'Eure-et-Loir, Indre, Indre-et-Loire, Loir-et-Cher, Loiret (France)    	Pujol et al. 2023	n.n.
49	n.n	Backwaters and quiet coves of rivers and lakes in Departments Cher,  l'Eure-et-Loir, Indre, Indre-et-Loire, Loir-et-Cher, Loiret (France)    	Pujol et al. 2023	n.n.
49		left bank of the Danube in Vienna (Austria)	Reissek  in Grabherr et Mucina 1993	1860
49		Lower Lobau river (Austria)	Sauberer in Grabherr et Mucina 1993	1942
49	244	In the Netherlands mainly in the Low Vein District and the Fluvial District, in North Holland above the IJ and in the Wadden, Estuarine and Northern Clay districts	Schaminée et al. 2022	
49	11	Upper Rhine, Middle- Main Region, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Schober	1960
49	6	Middle- Main Region, Lower Bavarian Plateau, Swabian Alp, Lake Constance, Alpine Foreland (Germany)	Schober	1960
49		Danube floodplains soth-east of Vienna (Austria)	Schratt  in Grabherr et Mucina 1993	1988
49		Danube floodplains under Schönau (Austria)	Schratt  in Grabherr et Mucina 1993	1988
49	1	Upper Rhine, Swabian-Franconian Alps, Alpine Foreland, Upper Palatinate (Germany)	Schrott	1964
49	2	Upper Rhine, Middle- Main Region, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Schrott	1964
49	6	Plain is a common pattern, also rare in the south (Hungary)	Soó 1964	1964
49		Danube floodplains between Altenwörth and Korneuburg (Austria)	Straka  in Grabherr et Mucina 1993	1992
49	30	North--West Germany	Tüxen	1937
49		lakes and water basins near the valleys of Dniester tributary, Prut River and its tributaries (Republic Moldova)	Ungureanu et al.	2017
49	2	Upper Rhine, Middle- Main, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Vollmar	1947
49	2	Upper Rhine, Middle- Main Region, Lower Bavarian Uplands, Alpine Foreland, Upper Palatinate (Germany)	Vollrath	1965
49	1	Middle- Main Region, Lower Bavarian Plateau, Swabian Alp, Lake Constance, Alpine Foreland (Germany)	Vollrath	1965
52	8	Brandenburg (Germany)	Panknin	1941
52	3	Brandenburg, Mecklenburg (Germany)	Passarge 1964	1963
53	22	in the floodplain of the middle Labe river of the Czech Republic	Chytry et al. 2011	1975/2011
53	n.n.	Départements Saint-Maritime, Eure (France)	Julve 	2024
53	n.n.	Germany: Mecklenburg-Western Pomerania, Brandenburg (Germany)	Schubert, Hilbig, Klotz 1992	n.n.
54	21	in the floodplains of lowland rivers of the Czech Republic	Chytry et al. 2011	1975/2011
54		south-west of Romania;  Danube Floodplain and Delta; floodplains of the Siret and Prut rivers (Moldova)	Donita et al. 2005	1971-1995
54	9	Mecklenburg (Germany)	Jeschke	1960
54	1	Brandenburg (Germany)	Panknin	1941
54	3	Brandenburg (Germany)	Passarge	1959
54	n.n.	Thuring. Mountains, Alpine foothills (Germany)	Schubert, Hilbig, Klotz 1992	n.n.
54		lakes and water basins near the valleys of Dniester tributary, Prut River and its tributaries (Republic Moldova)	Ungureanu et al.	2017
54		Lake Zeller See (Austria)	Wittmann et Strobl in Grabherr et Mucina 1993	1990
55	14	Alpine foothills (Germany)	Braun	1967
55	8	in the upper Vltava floodplain in the Šumava Mountains and the Bohemian-Moravian Uplands. Historical records are also from the Třeboň Basin. of the Czech Republic	Chytry et al. 2011	1975/2011
55	6	Alpine foothills (Germany)	Müller and  Görs	1960
55	3	Black Forest (Germany)	Oberdorfer	1960
55	n.n.	Germany: Southern Black Forest	Oberdorfer 1992	n.n.
55	n.n.	subarctic, South Germany + Oldenburg	Schubert, Hilbig, Klotz 1992	n.n.
55		Pond at Ossiacher Tauern (Lower Austria)	Wittmann et Strobl in Grabherr et Mucina 1993	1990
55		Lake Dürrenecksee in northern Lungau(Carinthia/Austria)	Wittmann et Strobl in Grabherr et Mucina 1993	1990
55		Lake Schwarzsee (Tyrol, Austria)	Wittmann et Strobl in Grabherr et Mucina 1993	1990
55		Ponds near Litschau (Austria)	Wittmann et Strobl in Grabherr et Mucina 1993	1990
56	87	scattered across the Czech Republic from the lowlands to mountain areas	Chytry et al. 2011	1975/2011
56	n.n	Backwaters of rivers and lakes in Departments Cher,  l'Eure-et-Loir, Indre, Indre-et-Loire, Loir-et-Cher, Loiret (France)    	Pujol et al. 2023	n.n.
56	n.n.	Germany: low mountain foothills	Schubert, Hilbig, Klotz 1992	n.n.
57		Bacino Cimia (Mazzarino) (Sicily, Italy)	Cambria 2019	2019
57	130	common from lowland to submontane areas across the Czech Republic	Chytry et al. 2011	1975/2011
57	1	Lowland (quite common), less common in hilly and mountainous landscapes (Hungary)	Soó 1964	1964
57		near the Dniester River and its tributaries (Republic Moldova)	Ungureanu et al.	2017
58		artificial basins of Contrada Anguillara near Calatafimi  (Sicily, Italy)	Cambria 2019	2019
58	66	common from the lowlands to submontane areas across the Czech Republic	Chytry et al. 2011	1975/2011
58		Rumblar, Río Grande, Baños de la Encina (Spain)	Quesada et al. 2011	2004
58		Rumblar, Río del Rumblar, Bailén (Spain)	Quesada et al. 2011	2004
59	12	in southern and eastern Bohemia and lowland areas of Moravia in the Czech Republic	Chytry et al. 2011	1975/2011
59		south-west of Romania;  Danube Floodplain and Delta; floodplains of the Siret and Prut rivers (Moldova)	Donita et al. 2005	1971-1995
59		Ponds near Wundschuh south of Graz (Austria)	Eggler in Grabherr et Mucina 1993	1933
59	1	Upper Rhine region (Germany)	Kapp	1962
59	2	Upper Rhine region (Germany)	Knapp	1946
59		March floodplain at the Slovak border (Austria)	Lazowski in Grabherr et Mucina 1993	1985
59	1	Upper Rhine region (Germany)	Lüpnitz	1967
59	2	Upper Rhine area (Germany)	Oberdorfer	1960
59	12	Upper Rhine region (Germany)	Philippi	1969
59	33	Upper Rhine region (Germany)	Philippi	1969
59	n.n	Medium to fairly deep stagnant waters in Departments Cher,  l'Eure-et-Loir, Indre, Indre-et-Loire, Loir-et-Cher, Loiret (France)    	Pujol et al. 2023	n.n.
59		"Pond ""Güssinger Teich"" (Burgenland, Austria)"	Schratt  in Grabherr et Mucina 1993	1993
59	n.n.	Germany: Middle- Elbe, Black Elster, Lower Lusatia	Schubert, Hilbig, Klotz 1992	n.n.
59	8	lowland, especially along the Danube and Tisza rivers and in the Tiszán region (Hungary)	Soó 1964	1964
59		lakes and water basins near the valleys of Dniester tributary, Prut River and its tributaries (Republic Moldova)	Ungureanu et al.	2017
60	7	Upper Rhine area, Bavarian Alpine foothills (Germany)	Braun	1967
60	22	scattered in warm areas in the Czech Republic	Chytry et al. 2011	1975/2011
60		south-west of Romania;  Danube Floodplain and Delta; floodplains of the Siret and Prut rivers (Moldova)	Donita et al. 2005	1971-1995
60	n.n.	Départements Ardenne, Marne, Aube, Yonne, Nievre, Saone-et-Loire, Rhone, Ain, Vienne, Charente, Deux-Sevres, Vendée, Loire-Atlantique, Morbihan, Gironde, Landes (France)	Julve 	2024
60	1	Upper Rhine area, Bavarian Alpine foothills (Germany)	Kapp	1962
60	2	Upper Rhine area, Bavarian Alpine foothills (Germany)	Korneck	1959
60	3	Upper Rhine Region (Germany)	Lüpnitz	1967
60	1	Upper Rhine area, Bavarian Alpine foothills (Germany)	Lüpnitz	1967
60	2	Upper Rhine area, Bavarian Alpine foothills (Germany)	Oberdorfer	1960
60		March floodplain at the Slovak border (Austria)	Otáhelóvá in Grabherr et Mucina 1993	1980
60	38	Upper Rhine area, Bavarian Alpine foothills (Germany)	Philippi	1969
60	13	Upper Rhine area (Germany)	Philippi	1969
60	n.n	backwaters, ponds in Departement Departments Cher,  l'Eure-et-Loir, Indre, Indre-et-Loire, Loiret (France)    	Pujol et al. 2023	n.n.
60	183	In the Netherlands in the Fluvial and Low-vein District. Via canals, it has also invaded the Pleistocene areas.	Schaminée et al. 2022	
